"","X","Paper","Condition","Subcondition","Neurotypical","Subject.Group","Dual.Task","Treatment","Self.Congruence","Scene","fMRI","ERP","Eye.Track","Agent","Agent.Subclass","Animate","Directional","Perspective.Consistency","Directional.Consistency","Gender.Matched","Target.Perspective","Self.Other.Blocking","Design.Block","Block.Type","Excluded.Mismatch","Explicitly.Tracking.Self","Explicitly.Tracking.Other","Explicitly.NOT.Tracking.Other","Told.Ignore.Stimulus","Spacial.Distribution","Perspective.Eliminated","Learning.Required","Cue.Type","Cue","Social.Cue","Task","Action","Timeout","Virtual.InPerson","Subject","Value","RTorError","StudyNumber","Age","Sex","Matching","PerspectiveSelf","filter_condition"
"3573",30346,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","110_Ogr20_Ex5",0.0625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3574",30347,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","106_Ogr20_Ex5",0.078125,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3575",30349,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","114_Ogr20_Ex5",0.171875,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3576",30350,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","111_Ogr20_Ex5",0,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3577",30351,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","107_Ogr20_Ex5",0,"Error","5",NA,"Male","match",1,"Ogrady_2020_5"
"3578",30353,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","115_Ogr20_Ex5",0.03125,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3579",30357,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","116_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3580",30361,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","117_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3581",30365,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","118_Ogr20_Ex5",0.078125,"Error","5",NA,"Male","match",1,"Ogrady_2020_5"
"3582",30367,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","125_Ogr20_Ex5",0,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3583",30368,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","122_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3584",30369,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","119_Ogr20_Ex5",0,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3585",30371,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","126_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3586",30372,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","123_Ogr20_Ex5",0.078125,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3587",30373,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","120_Ogr20_Ex5",0,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3588",30375,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","127_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3589",30376,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","124_Ogr20_Ex5",0.015625,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3590",30377,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","121_Ogr20_Ex5",0.03125,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3591",30379,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","128_Ogr20_Ex5",0.015625,"Error","5",NA,"Male","match",1,"Ogrady_2020_5"
"3592",30383,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","130_Ogr20_Ex5",0.015625,"Error","5",NA,NA,"match",1,"Ogrady_2020_5"
"3593",30387,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","135_Ogr20_Ex5",0.03125,"Error","5",NA,"Female","match",1,"Ogrady_2020_5"
"3594",30391,"Ogrady_2020","Ex5_inconincon_self_implicit","implicit","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","N","self","separate","mixed","consistency","N","Y","N","Y","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","145_Ogr20_Ex5",0.015625,"Error","5",NA,"Male","match",1,"Ogrady_2020_5"
"3595",30401,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","1_Fur16_ER",0,"Error","1",26,"Male","match",0,"Furlanetto_2016_1"
"3596",30402,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","2_Fur16_ER",0,"Error","1",24,"Female","match",0,"Furlanetto_2016_1"
"3597",30403,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","3_Fur16_ER",0,"Error","1",19,"Female","match",0,"Furlanetto_2016_1"
"3598",30404,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","4_Fur16_ER",0,"Error","1",22,"Male","match",0,"Furlanetto_2016_1"
"3599",30405,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","5_Fur16_ER",0,"Error","1",22,"Female","match",0,"Furlanetto_2016_1"
"3600",30406,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","6_Fur16_ER",0,"Error","1",23,"Female","match",0,"Furlanetto_2016_1"
"3601",30415,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","15_Fur16_ER",0,"Error","1",22,"Female","match",0,"Furlanetto_2016_1"
"3602",30416,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","16_Fur16_ER",0,"Error","1",21,"Female","match",0,"Furlanetto_2016_1"
"3603",30417,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","17_Fur16_ER",0,"Error","1",25,"Male","match",0,"Furlanetto_2016_1"
"3604",30418,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","8_Fur16_ER",0,"Error","1",29,"Male","match",0,"Furlanetto_2016_1"
"3605",30419,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","9_Fur16_ER",0,"Error","1",21,"Female","match",0,"Furlanetto_2016_1"
"3606",30420,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","10_Fur16_ER",0,"Error","1",23,"Female","match",0,"Furlanetto_2016_1"
"3607",30421,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","7_Fur16_ER",0,"Error","1",20,"Male","match",0,"Furlanetto_2016_1"
"3608",30422,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","12_Fur16_ER",0,"Error","1",19,"Male","match",0,"Furlanetto_2016_1"
"3609",30423,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","13_Fur16_ER",0.08333333,"Error","1",20,"Female","match",0,"Furlanetto_2016_1"
"3610",30424,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","14_Fur16_ER",0,"Error","1",23,"Male","match",0,"Furlanetto_2016_1"
"3611",30425,"Furlanetto_2016","eyes_other_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","11_Fur16_ER",0,"Error","1",27,"Female","match",0,"Furlanetto_2016_1"
"3612",30432,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","15_Fur16_ER",0.08333333,"Error","1",22,"Female","match",0,"Furlanetto_2016_1"
"3613",30433,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","16_Fur16_ER",0.25,"Error","1",21,"Female","match",0,"Furlanetto_2016_1"
"3614",30445,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","1_Fur16_ER",0.08333333,"Error","1",26,"Male","match",0,"Furlanetto_2016_1"
"3615",30446,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","2_Fur16_ER",0.3333333,"Error","1",24,"Female","match",0,"Furlanetto_2016_1"
"3616",30447,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","17_Fur16_ER",0.08333333,"Error","1",25,"Male","match",0,"Furlanetto_2016_1"
"3617",30448,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","4_Fur16_ER",0,"Error","1",22,"Male","match",0,"Furlanetto_2016_1"
"3618",30449,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","5_Fur16_ER",0.08333333,"Error","1",22,"Female","match",0,"Furlanetto_2016_1"
"3619",30450,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","6_Fur16_ER",0.08333333,"Error","1",23,"Female","match",0,"Furlanetto_2016_1"
"3620",30451,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","7_Fur16_ER",0.08333333,"Error","1",20,"Male","match",0,"Furlanetto_2016_1"
"3621",30452,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","8_Fur16_ER",0.08333333,"Error","1",29,"Male","match",0,"Furlanetto_2016_1"
"3622",30453,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","9_Fur16_ER",0,"Error","1",21,"Female","match",0,"Furlanetto_2016_1"
"3623",30454,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","10_Fur16_ER",0,"Error","1",23,"Female","match",0,"Furlanetto_2016_1"
"3624",30455,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","11_Fur16_ER",0.08333333,"Error","1",27,"Female","match",0,"Furlanetto_2016_1"
"3625",30456,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","12_Fur16_ER",0.08333333,"Error","1",19,"Male","match",0,"Furlanetto_2016_1"
"3626",30457,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","13_Fur16_ER",0,"Error","1",20,"Female","match",0,"Furlanetto_2016_1"
"3627",30458,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","14_Fur16_ER",0,"Error","1",23,"Male","match",0,"Furlanetto_2016_1"
"3628",30459,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","3_Fur16_ER",0,"Error","1",19,"Female","match",0,"Furlanetto_2016_1"
"3629",30477,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","15_Fur16_ER",0,"Error","1",22,"Female","match",1,"Furlanetto_2016_1"
"3630",30478,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","16_Fur16_ER",0,"Error","1",21,"Female","match",1,"Furlanetto_2016_1"
"3631",30479,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","17_Fur16_ER",0,"Error","1",25,"Male","match",1,"Furlanetto_2016_1"
"3632",30480,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","4_Fur16_ER",0,"Error","1",22,"Male","match",1,"Furlanetto_2016_1"
"3633",30481,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","5_Fur16_ER",0.08333333,"Error","1",22,"Female","match",1,"Furlanetto_2016_1"
"3634",30482,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","6_Fur16_ER",0,"Error","1",23,"Female","match",1,"Furlanetto_2016_1"
"3635",30483,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","7_Fur16_ER",0,"Error","1",20,"Male","match",1,"Furlanetto_2016_1"
"3636",30484,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","8_Fur16_ER",0,"Error","1",29,"Male","match",1,"Furlanetto_2016_1"
"3637",30485,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","9_Fur16_ER",0,"Error","1",21,"Female","match",1,"Furlanetto_2016_1"
"3638",30486,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","10_Fur16_ER",0,"Error","1",23,"Female","match",1,"Furlanetto_2016_1"
"3639",30487,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","11_Fur16_ER",0,"Error","1",27,"Female","match",1,"Furlanetto_2016_1"
"3640",30488,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","12_Fur16_ER",0,"Error","1",19,"Male","match",1,"Furlanetto_2016_1"
"3641",30489,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","13_Fur16_ER",0.08333333,"Error","1",20,"Female","match",1,"Furlanetto_2016_1"
