"","X","Paper","Condition","Subcondition","Neurotypical","Subject.Group","Dual.Task","Treatment","Self.Congruence","Scene","fMRI","ERP","Eye.Track","Agent","Agent.Subclass","Animate","Directional","Perspective.Consistency","Directional.Consistency","Gender.Matched","Target.Perspective","Self.Other.Blocking","Design.Block","Block.Type","Excluded.Mismatch","Explicitly.Tracking.Self","Explicitly.Tracking.Other","Explicitly.NOT.Tracking.Other","Told.Ignore.Stimulus","Spacial.Distribution","Perspective.Eliminated","Learning.Required","Cue.Type","Cue","Social.Cue","Task","Action","Timeout","Virtual.InPerson","Subject","Value","RTorError","StudyNumber","Age","Sex","Matching","PerspectiveSelf","filter_condition"
"2035",21542,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0.06666667,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2036",21543,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0.1,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2037",21544,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2038",21545,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2039",21546,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2040",21547,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_211",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2041",21548,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0.1,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2042",21549,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0.03333333,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2043",21550,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2044",21551,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2045",21552,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2046",21553,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0.08333333,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2047",21554,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0.03333333,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2048",21555,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2049",21556,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2050",21557,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2051",21558,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0.09090909,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2052",21559,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_212",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2053",21560,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0.03333333,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2054",21561,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2055",21562,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2056",21563,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2057",21564,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2058",21565,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2059",21566,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0.1333333,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2060",21567,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2061",21568,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2062",21569,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2063",21570,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2064",21571,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_213",0.1071429,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2065",21572,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.1666667,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2066",21573,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.1166667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2067",21574,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2068",21575,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.2307692,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2069",21576,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.09090909,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2070",21577,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.03846154,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2071",21578,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.2,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2072",21579,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.01666667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2073",21580,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.09090909,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2074",21581,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.07692308,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2075",21582,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2076",21583,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_214",0.1153846,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2077",21584,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0.03333333,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2078",21585,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2079",21586,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2080",21587,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2081",21588,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2082",21589,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0.04166667,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2083",21590,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0.06666667,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2084",21591,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2085",21592,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2086",21593,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","match",1,"OGrady_2017_1"
"2087",21594,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2088",21595,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_215",0,"Error","1",NA,"Male","mismatch",1,"OGrady_2017_1"
"2089",21596,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.1,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2090",21597,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.05,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2091",21598,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2092",21599,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.1666667,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2093",21600,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.04166667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2094",21601,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.04166667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2095",21602,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.03333333,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2096",21603,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.01666667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2097",21604,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.2666667,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2098",21605,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.1111111,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2099",21606,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0.03333333,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2100",21607,"OGrady_2017","columns_incon_front_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_216",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2101",21608,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0.03333333,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2102",21609,"OGrady_2017","columns_con_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","C","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2103",21610,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0.1666667,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2104",21611,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2105",21612,"OGrady_2017","columns_incon_behind_GenNoMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2106",21613,"OGrady_2017","columns_incon_front_GenNoMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2107",21614,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
"2108",21615,"OGrady_2017","columns_con_GenMatch_front","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","C","N","self","separate","separate","avatar/arrow","N","N","N","N","N","together","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0.01666667,"Error","1",NA,"Female","mismatch",1,"OGrady_2017_1"
"2109",21616,"OGrady_2017","columns_incon_behind_GenMatch_behind","arrow","Y","NT","N","N","N","lego_scene","N","N","N","arrow","arrow_lego","N","Y","N","I","N","self","separate","separate","avatar/arrow","N","N","N","N","N","varied","N","N","visual","none","N","verify","keypress","2000","virtual","Ogrady_2017_217",0,"Error","1",NA,"Female","match",1,"OGrady_2017_1"
